Data;VIX;POL;F2S;Dutch TTF;OIL;OIS1;OIS10;B GER 1;B GER 10;B It 1;B IT 10;B Sp 1;B Sp 10;B FR 1;B FR 10;B HUN 1;B HUN 10
07/08/20;22.21;276.70;0.143612857142857;7.930;44.40;-0.5785;-0.424;-0.602;-0.512;-0.215;0.933;-0.458;0.273;-0.584;-0.237;0.427;2.072
08/08/20;#N/D;353.43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
09/08/20;#N/D;398.91;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
10/08/20;22.13;388.62;0.150355714285714;7.590;44.99;-0.58;-0.4449;-0.605;-0.53;-0.212;0.934;-0.456;0.251;-0.588;-0.26;0.432;2.114
11/08/20;24.03;359.14;0.141987142857143;7.415;44.50;-0.5806;-0.401;-0.602;-0.48;-0.202;0.956;-0.452;0.277;-0.589;-0.222;0.477;2.28
12/08/20;22.28;202.20;0.129664285714286;7.170;45.43;-0.575;-0.386;-0.598;-0.451;-0.211;0.975;-0.444;0.299;-0.575;-0.196;0.474;2.294
13/08/20;22.13;282.72;0.122357142857143;7.310;44.96;-0.566;-0.351;-0.593;-0.415;-0.196;1.023;-0.443;0.366;-0.578;-0.146;0.498;2.274
14/08/20;22.05;345.80;0.12744;8.020;44.80;-0.563;-0.3548;-0.595;-0.424;-0.213;1;-0.446;0.354;-0.582;-0.15;0.492;2.262
15/08/20;#N/D;324.57;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
16/08/20;#N/D;531.90;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
17/08/20;21.35;350.55;0.146414285714286;8.180;45.37;-0.571;-0.381;-0.589;-0.453;-0.24;0.945;-0.453;0.324;-0.586;-0.181;0.501;2.265
18/08/20;21.51;341.68;0.121145714285714;8.550;45.46;-0.571;-0.39;-0.591;-0.465;-0.269;0.941;-0.452;0.307;-0.584;-0.193;0.505;2.282
19/08/20;22.54;216.18;0.124432857142857;8.355;45.37;-0.5725;-0.3992;-0.595;-0.474;-0.268;0.929;-0.456;0.29;-0.584;-0.203;0.512;2.301
20/08/20;22.72;250.25;0.127771428571429;8.150;44.90;-0.576;-0.417;-0.603;-0.498;-0.269;0.929;-0.464;0.289;-0.584;-0.222;#N/D;#N/D
21/08/20;22.54;286.03;0.128194285714286;7.620;44.35;-0.578;-0.418;-0.604;-0.51;-0.263;0.959;-0.455;0.296;-0.589;-0.222;#N/D;#N/D
22/08/20;#N/D;217.76;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
23/08/20;#N/D;380.20;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
24/08/20;22.37;186.90;0.117567142857143;8.360;45.13;-0.5795;-0.41;-0.58;-0.496;-0.252;0.962;-0.453;0.323;-0.579;-0.214;0.538;2.36
25/08/20;22.03;213.68;0.109472857142857;8.865;45.86;-0.572;-0.369;-0.573;-0.433;-0.232;1.043;-0.447;0.383;-0.573;-0.155;0.522;2.314
26/08/20;23.27;154.27;0.109062857142857;9.150;45.64;-0.567;-0.352;-0.572;-0.415;-0.233;1.034;-0.447;0.377;-0.573;-0.147;0.525;2.287
27/08/20;24.47;180.61;0.12108;8.870;45.09;-0.566;-0.3365;-0.579;-0.407;-0.248;1.037;-0.451;0.388;-0.572;-0.133;0.541;2.28
28/08/20;22.96;296.28;0.121161428571429;11.170;45.05;-0.571;-0.333;-0.579;-0.408;-0.241;1.062;-0.454;0.381;-0.572;-0.127;0.434;2.343
29/08/20;#N/D;339.77;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
30/08/20;#N/D;296.28;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
31/08/20;26.41;169.10;0.108207142857143;11.240;45.28;-0.5699;-0.337;-0.586;-0.396;-0.236;1.113;-0.453;0.411;-0.577;-0.113;0.455;2.349
01/09/20;26.12;204.69;0.12179;11.295;45.58;-0.572;-0.351;-0.59;-0.418;-0.245;1.056;-0.457;0.401;-0.582;-0.137;0.429;2.339
02/09/20;26.57;237.83;0.12842;11.110;44.43;-0.589;-0.395;-0.596;-0.473;-0.254;0.988;-0.458;0.335;-0.593;-0.202;0.453;2.337
03/09/20;33.6;243.52;0.125677142857143;11.735;44.07;-0.593;-0.408;-0.606;-0.488;-0.249;0.994;-0.461;0.329;-0.596;-0.213;0.421;2.277
04/09/20;30.75;224.01;0.120544285714286;11.680;42.66;-0.596;-0.387;-0.596;-0.477;-0.233;1.036;-0.461;0.354;-0.587;-0.194;0.439;2.298
05/09/20;#N/D;258.22;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
06/09/20;#N/D;484.25;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
07/09/20;#N/D;491.37;0.11868;#N/D;42.01;-0.5947;-0.388;-0.603;-0.46;-0.21;1.069;-0.457;0.357;-0.587;-0.18;0.44;2.312
08/09/20;31.46;208.78;0.123118571428571;10.800;39.78;-0.5968;-0.411;-0.609;-0.493;-0.211;1.051;-0.454;0.33;-0.593;-0.211;0.468;2.348
09/09/20;28.81;209.54;0.116768571428571;10.735;40.79;-0.589;-0.3768;-0.612;-0.46;-0.223;1.044;-0.444;0.343;-0.593;-0.181;0.566;2.365
10/09/20;29.71;218.10;0.11096;10.515;40.06;-0.5833;-0.3625;-0.61;-0.43;-0.231;1.031;-0.452;0.354;-0.589;-0.157;0.583;2.385
11/09/20;26.87;237.03;0.121388571428571;10.495;39.83;-0.5909;-0.4;-0.621;-0.478;-0.241;1.004;-0.454;0.313;-0.593;-0.207;0.61;2.343
12/09/20;#N/D;218.84;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
13/09/20;#N/D;318.66;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
14/09/20;25.85;270.62;0.118077142857143;10.705;39.61;-0.5952;-0.405;-0.622;-0.477;-0.253;1.031;-0.454;0.285;-0.594;-0.216;0.611;2.312
15/09/20;25.59;245.27;0.113595714285714;10.895;40.53;-0.5947;-0.4075;-0.621;-0.476;-0.255;1.009;-0.467;0.278;-0.594;-0.226;0.6;2.366
16/09/20;26.04;244.64;0.114224285714286;11.320;42.22;-0.6;-0.41;-0.621;-0.481;-0.27;0.98;-0.476;0.267;-0.596;-0.238;0.606;2.367
17/09/20;26.46;248.91;0.110248571428571;11.120;43.30;-0.6025;-0.425;-0.62;-0.487;-0.285;0.965;-0.49;0.269;-0.599;-0.246;0.604;2.35
18/09/20;25.83;244.41;0.109584285714286;11.475;43.15;-0.6;-0.412;-0.619;-0.483;-0.278;0.972;-0.509;0.29;-0.591;-0.238;0.614;2.332
19/09/20;#N/D;187.42;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
20/09/20;#N/D;437.15;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
21/09/20;27.78;177.56;0.120815714285714;11.495;41.44;-0.6077;-0.432;-0.615;-0.525;-0.281;0.93;-0.501;0.26;-0.601;-0.269;0.651;2.36
22/09/20;26.86;126.10;0.118037142857143;11.705;41.72;-0.6028;-0.421;-0.616;-0.5;-0.299;0.878;-0.503;0.243;-0.601;-0.253;0.711;2.403
23/09/20;28.58;161.46;0.121118571428571;12.020;41.77;-0.6007;-0.411;-0.619;-0.5;-0.311;0.863;-0.505;0.233;-0.604;-0.257;0.772;2.507
24/09/20;28.51;246.25;0.113991428571429;11.635;41.94;-0.6;-0.413;-0.628;-0.496;-0.306;0.906;-0.504;0.258;-0.609;-0.249;0.863;2.45
25/09/20;26.38;252.32;0.123485714285714;11.665;41.92;-0.5962;-0.426;-0.632;-0.524;-0.303;0.898;-0.501;0.255;-0.615;-0.266;0.839;2.362
26/09/20;#N/D;134.92;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
27/09/20;#N/D;317.07;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
28/09/20;26.19;189.79;0.121377142857143;12.350;42.43;-0.5972;-0.421;-0.599;-0.522;-0.315;0.893;-0.505;0.255;-0.619;-0.264;0.859;2.382
29/09/20;26.27;185.60;0.124151428571429;12.280;41.03;-0.5962;-0.43;-0.617;-0.54;-0.332;0.867;-0.511;0.232;-0.62;-0.279;0.89;2.402
30/09/20;26.37;207.77;0.121637142857143;13.285;40.95;-0.59;-0.4115;-0.623;-0.516;-0.326;0.881;-0.512;0.258;-0.624;-0.255;0.854;2.401
01/10/20;26.7;259.50;0.12422;13.180;40.93;-0.5935;-0.414;-0.629;-0.529;-0.351;0.835;-0.506;0.241;-0.623;-0.269;0.856;2.328
02/10/20;27.63;390.29;0.126654285714286;13.025;39.27;-0.596;-0.4175;-0.624;-0.53;-0.368;0.799;-0.508;0.23;-0.625;-0.273;0.823;2.27
03/10/20;#N/D;340.62;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
04/10/20;#N/D;332.63;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
05/10/20;27.96;273.84;0.117787142857143;13.420;41.29;-0.5922;-0.398;-0.653;-0.503;-0.366;0.819;-0.5;0.271;-0.635;-0.257;0.826;2.281
06/10/20;29.48;334.28;0.121407142857143;13.305;42.65;-0.5922;-0.393;-0.655;-0.502;-0.367;0.792;-0.508;0.248;-0.637;-0.258;0.83;2.294
07/10/20;28.06;426.88;0.114391428571429;13.710;41.99;-0.5938;-0.38;-0.662;-0.488;-0.38;0.802;-0.501;0.253;-0.638;-0.241;0.835;2.328
08/10/20;26.36;294.91;0.128868571428571;13.900;43.34;-0.5972;-0.395;-0.669;-0.518;-0.397;0.774;-0.521;0.211;-0.641;-0.27;0.765;2.207
09/10/20;25;306.70;0.130748571428571;13.755;42.85;-0.596;-0.3895;-0.676;-0.529;-0.425;0.741;-0.539;0.187;-0.647;-0.283;0.755;2.147
10/10/20;#N/D;396.92;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
11/10/20;#N/D;492.14;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
12/10/20;25.07;289.70;0.137138571428571;13.840;41.72;-0.5981;-0.4;-0.677;-0.537;-0.44;0.694;-0.542;0.157;-0.655;-0.294;0.763;2.155
13/10/20;26.07;220.87;0.13776;13.595;42.45;-0.6026;-0.419;-0.698;-0.548;-0.442;0.675;-0.555;0.155;-0.645;-0.304;0.768;2.164
14/10/20;26.4;341.81;0.184782857142857;13.870;43.32;-0.6057;-0.436;-0.705;-0.574;-0.439;0.673;-0.559;0.147;-0.65;-0.319;0.769;2.197
15/10/20;26.97;141.19;0.158021428571429;14.240;43.16;-0.6115;-0.457;-0.716;-0.604;-0.404;0.714;-0.547;0.161;-0.653;-0.341;0.779;2.191
16/10/20;27.41;200.48;0.162985714285714;14.500;42.93;-0.6163;-0.465;-0.733;-0.614;-0.426;0.668;-0.548;0.137;-0.66;-0.355;0.787;2.197
17/10/20;#N/D;161.13;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
18/10/20;#N/D;285.62;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
19/10/20;29.18;249.35;0.168408571428571;14.720;42.62;-0.6158;-0.462;-0.74;-0.619;-0.406;0.734;-0.546;0.172;-0.66;-0.349;0.793;2.205
20/10/20;29.35;234.01;0.175347142857143;14.895;43.16;-0.605;-0.428;-0.743;-0.599;-0.405;0.747;-0.548;0.197;-0.655;-0.336;0.799;2.24
21/10/20;28.65;158.05;0.16681;14.865;41.73;-0.6018;-0.4175;-0.742;-0.581;-0.409;0.801;-0.552;0.218;-0.654;-0.327;0.784;2.266
22/10/20;28.11;167.77;0.164265714285714;15.255;42.46;-0.6018;-0.399;-0.74;-0.559;-0.424;0.822;-0.551;0.238;-0.655;-0.294;0.778;2.298
23/10/20;27.55;138.34;0.16534;15.410;41.77;-0.5998;-0.403;-0.739;-0.567;-0.431;0.777;-0.552;0.209;-0.653;-0.307;#N/D;#N/D
24/10/20;#N/D;129.44;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
25/10/20;#N/D;369.86;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
26/10/20;32.46;294.62;0.160471428571429;14.865;40.46;-0.602;-0.409;-0.727;-0.571;-0.444;0.76;-0.557;0.198;-0.657;-0.305;0.78;2.303
27/10/20;33.35;187.07;0.162408571428571;14.745;41.20;-0.6065;-0.436;-0.727;-0.606;-0.449;0.721;-0.559;0.173;-0.664;-0.335;0.777;2.277
28/10/20;40.28;234.14;0.173102857142857;14.485;39.12;-0.6127;-0.435;-0.734;-0.617;-0.417;0.785;-0.558;0.193;-0.668;-0.334;0.781;2.243
29/10/20;37.59;298.36;0.178488571428571;14.215;37.65;-0.618;-0.4263;-0.741;-0.629;-0.445;0.711;-0.565;0.148;-0.675;-0.36;0.728;2.272
30/10/20;38.02;277.43;0.168942857142857;14.060;37.46;-0.617;-0.42;-0.738;-0.617;-0.437;0.715;-0.572;0.152;-0.671;-0.348;0.737;2.233
31/10/20;#N/D;186.36;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
01/11/20;#N/D;271.71;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
02/11/20;37.13;418.93;0.181261428571429;13.655;38.97;-0.6175;-0.411;-0.744;-0.629;-0.432;0.719;-0.57;0.139;-0.674;-0.358;0.729;2.233
03/11/20;35.55;335.30;0.175321428571429;13.665;39.71;-0.6143;-0.3965;-0.737;-0.61;-0.434;0.704;-0.571;0.126;-0.673;-0.349;0.693;2.195
04/11/20;29.57;370.70;0.175647142857143;13.885;41.23;-0.617;-0.4135;-0.738;-0.629;-0.44;0.658;-0.573;0.108;-0.67;-0.368;0.68;2.139
05/11/20;27.58;303.07;0.169085714285714;14.455;40.93;-0.615;-0.4195;-0.734;-0.627;-0.455;0.639;-0.567;0.108;-0.667;-0.369;0.612;2.055
06/11/20;24.86;390.29;0.162211428571429;13.900;39.45;-0.613;-0.41;-0.732;-0.61;-0.458;0.612;-0.568;0.114;-0.66;-0.361;0.604;2.037
07/11/20;#N/D;452.23;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
08/11/20;#N/D;416.76;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
09/11/20;25.75;254.34;0.135602857142857;13.855;42.40;-0.5927;-0.329;-0.718;-0.497;-0.432;0.729;-0.54;0.205;-0.648;-0.259;0.629;2.099
10/11/20;24.8;192.03;0.126751428571429;14.035;43.61;-0.589;-0.31;-0.71;-0.473;-0.447;0.738;-0.54;0.205;-0.641;-0.244;0.633;2.16
11/11/20;23.45;252.06;0.131905714285714;14.095;43.80;-0.5867;-0.323;-0.706;-0.495;-0.454;0.709;-0.544;0.176;-0.643;-0.271;0.633;2.118
12/11/20;25.35;184.25;0.137967142857143;14.000;43.53;-0.589;-0.347;-0.705;-0.524;-0.469;0.658;-0.547;0.151;-0.644;-0.297;0.628;2.116
13/11/20;23.1;123.79;0.136542857142857;14.240;42.78;-0.5905;-0.358;-0.704;-0.536;-0.474;0.639;-0.554;0.131;-0.648;-0.312;0.606;2.083
14/11/20;#N/D;225.66;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
15/11/20;#N/D;218.90;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
16/11/20;22.45;254.24;0.131834285714286;14.495;43.82;-0.5885;-0.3585;-0.701;-0.532;-0.477;0.628;-0.553;0.12;-0.642;-0.313;0.598;2.09
17/11/20;22.71;196.81;0.13187;13.970;43.75;-0.59;-0.3645;-0.696;-0.55;-0.484;0.614;-0.556;0.095;-0.629;-0.335;0.588;2.142
18/11/20;23.84;154.81;0.128077142857143;13.680;44.34;-0.589;-0.357;-0.697;-0.544;-0.481;0.623;-0.582;0.101;-0.631;-0.327;0.59;2.12
19/11/20;23.11;224.65;0.128612857142857;13.020;44.20;-0.591;-0.374;-0.69;-0.558;-0.481;0.618;-0.59;0.091;-0.632;-0.341;0.605;2.137
20/11/20;23.7;230.20;0.13741;12.895;44.96;-0.593;-0.3875;-0.697;-0.57;-0.479;0.61;-0.587;0.086;-0.639;-0.351;0.61;2.12
21/11/20;#N/D;196.02;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
22/11/20;#N/D;359.33;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
23/11/20;22.66;415.59;0.143505714285714;13.535;46.06;-0.59;-0.3775;-0.693;-0.566;-0.479;0.602;-0.579;0.094;-0.644;-0.345;0.611;2.125
24/11/20;21.64;262.51;0.137121428571429;13.900;47.86;-0.5877;-0.362;-0.704;-0.552;-0.479;0.587;-0.588;0.091;-0.645;-0.335;0.592;2.147
25/11/20;21.25;276.82;0.1411;13.930;48.61;-0.5869;-0.3692;-0.708;-0.558;-0.475;0.593;-0.596;0.09;-0.652;-0.335;0.562;2.143
26/11/20;#N/D;157.55;0.146255714285714;#N/D;47.80;-0.5893;-0.384;-0.719;-0.573;-0.478;0.58;-0.596;0.074;-0.652;-0.352;0.559;2.163
27/11/20;20.84;238.32;0.147677142857143;14.485;48.18;-0.589;-0.388;-0.717;-0.574;-0.477;0.573;-0.596;0.081;-0.656;-0.348;0.574;2.167
28/11/20;#N/D;149.05;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
29/11/20;#N/D;258.52;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
30/11/20;20.57;156.15;0.130761428571429;15.140;47.59;-0.591;-0.383;-0.691;-0.556;-0.47;0.606;-0.6;0.105;-0.661;-0.327;0.564;2.153
01/12/20;20.77;248.20;0.115281428571429;14.910;47.42;-0.588;-0.3562;-0.697;-0.513;-0.459;0.654;-0.603;0.144;-0.66;-0.289;0.571;2.163
02/12/20;21.17;156.70;0.116104285714286;14.905;48.25;-0.59;-0.355;-0.7;-0.504;-0.465;0.613;-0.603;0.128;-0.668;-0.285;0.576;2.198
03/12/20;21.28;189.91;0.135524285714286;14.145;48.71;-0.595;-0.3672;-0.714;-0.54;-0.47;0.582;-0.615;0.096;-0.691;-0.32;0.58;2.211
04/12/20;20.79;215.13;0.132881428571429;14.645;49.25;-0.6005;-0.363;-0.71;-0.531;-0.469;0.603;-0.658;0.106;-0.699;-0.311;0.594;2.24
05/12/20;#N/D;141.89;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
06/12/20;#N/D;363.84;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
07/12/20;21.3;269.89;0.143002857142857;14.355;48.79;-0.609;-0.388;-0.728;-0.566;-0.472;0.59;-0.674;0.078;-0.715;-0.34;0.598;2.23
08/12/20;20.68;259.64;0.145994285714286;14.445;48.84;-0.6115;-0.4025;-0.732;-0.591;-0.482;0.569;-0.677;0.054;-0.701;-0.365;0.596;2.235
09/12/20;22.27;144.77;0.150025714285714;14.735;48.86;-0.6125;-0.4;-0.755;-0.589;-0.477;0.555;-0.673;0.046;-0.705;-0.361;0.599;2.18
10/12/20;22.52;256.04;0.145024285714286;15.540;50.25;-0.605;-0.403;-0.752;-0.588;-0.48;0.541;-0.678;0.049;-0.7;-0.356;0.599;2.176
11/12/20;23.31;122.30;0.153727142857143;15.960;49.97;-0.6105;-0.433;-0.76;-0.622;-0.48;0.536;-0.675;0.029;-0.71;-0.383;0.598;2.17
12/12/20;#N/D;141.22;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
13/12/20;#N/D;379.17;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
14/12/20;24.72;186.91;0.149258571428571;16.605;50.29;-0.608;-0.421;-0.776;-0.605;-0.476;0.523;-0.672;0.031;-0.71;-0.372;0.579;2.154
15/12/20;22.89;139.29;0.14579;17.225;50.76;-0.6055;-0.419;-0.766;-0.595;-0.48;0.502;-0.684;0.01;-0.696;-0.371;0.532;2.101
16/12/20;22.5;136.12;0.130771428571429;16.380;51.08;-0.593;-0.388;-0.755;-0.552;-0.48;0.521;-0.676;0.052;-0.691;-0.327;0.542;2.101
17/12/20;21.93;195.87;0.13247;15.940;51.50;-0.5905;-0.393;-0.751;-0.559;-0.492;0.525;-0.673;0.057;-0.689;-0.335;0.516;2.093
18/12/20;21.57;146.67;0.137505714285714;15.885;52.26;-0.5885;-0.392;-0.747;-0.557;-0.479;0.551;-0.659;0.071;-0.691;-0.331;0.519;2.087
19/12/20;#N/D;154.77;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
20/12/20;#N/D;196.41;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
21/12/20;25.16;246.79;0.146384285714286;16.795;50.91;-0.5907;-0.3917;-0.753;-0.566;-0.467;0.557;-0.656;0.086;-0.686;-0.336;0.522;2.092
22/12/20;24.23;147.55;0.156157142857143;17.635;50.08;-0.5905;-0.3995;-0.757;-0.58;-0.469;0.541;-0.657;0.08;-0.685;-0.348;0.502;2.091
23/12/20;23.31;291.07;0.138664285714286;17.505;51.20;-0.586;-0.375;-0.739;-0.533;-0.475;0.57;-0.666;0.103;-0.682;-0.309;0.497;2.091
24/12/20;21.53;256.16;0.13462;17.650;51.29;-0.587;-0.375;-0.741;-0.525;-0.476;0.572;-0.658;0.102;-0.687;-0.308;#N/D;#N/D
25/12/20;#N/D;174.42;#N/D;#N/D;#N/D;-0.587;-0.375;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
26/12/20;#N/D;699.78;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
27/12/20;#N/D;358.97;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
28/12/20;21.7;217.47;0.141825714285714;19.150;50.86;-0.5885;-0.389;-0.737;-0.547;-0.486;0.528;-0.642;0.082;-0.699;-0.327;0.447;2.098
29/12/20;23.08;286.36;0.139645714285714;18.775;51.09;-0.589;-0.3935;-0.728;-0.56;-0.486;0.544;-0.639;0.082;-0.702;-0.339;0.449;2.09
30/12/20;22.77;368.46;0.130428571428571;19.000;51.34;-0.591;-0.3955;-0.733;-0.554;-0.476;0.531;-0.641;0.075;-0.696;-0.338;0.442;2.083
31/12/20;22.75;307.12;0.12955;19.125;51.80;-0.592;-0.3955;-0.736;-0.555;-0.48;0.537;-0.644;0.077;-0.702;-0.339;0.442;2.084
01/01/21;#N/D;429.48;#N/D;#N/D;#N/D;-0.592;-0.3955;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
02/01/21;#N/D;190.39;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
03/01/21;#N/D;324.05;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
04/01/21;26.97;233.30;0.121848571428571;19.845;51.09;-0.599;-0.427;-0.71;-0.585;-0.486;0.539;-0.585;0.056;-0.649;-0.361;0.429;2.003
05/01/21;25.34;208.61;0.109204285714286;18.005;53.60;-0.5935;-0.401;-0.699;-0.558;-0.486;0.557;-0.587;0.059;-0.649;-0.345;0.457;1.965
06/01/21;25.07;139.81;0.107911428571429;17.565;54.30;-0.589;-0.376;-0.692;-0.536;-0.479;0.557;-0.578;0.079;-0.65;-0.315;0.416;1.997
07/01/21;22.37;124.29;0.117447142857143;19.305;54.38;-0.586;-0.3595;-0.696;-0.534;-0.48;0.548;-0.585;0.078;-0.657;-0.315;0.424;2.056
08/01/21;21.56;104.80;0.112871428571429;20.120;55.99;-0.583;-0.356;-0.687;-0.53;-0.484;0.521;-0.577;0.06;-0.655;-0.32;0.441;2.108
09/01/21;#N/D;115.22;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
10/01/21;#N/D;283.14;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
11/01/21;24.08;308.70;0.107191428571429;22.125;55.66;-0.583;-0.3363;-0.683;-0.504;-0.472;0.558;-0.555;0.094;-0.644;-0.283;0.468;2.195
