Data;VIX;POL;F2S;Dutch TTF;OIL;OIS1;OIS10;B GER 1;B GER 10;B It 1;B IT 10;B Sp 1;B Sp 10;B FR 1;B FR 10;B HUN 1;B HUN 10
29/05/19;17.9;55.62;0.2339;12.225;69.45;-0.478;0.1;-0.613;-0.151;0.156;2.663;-0.374;0.774;-0.57;0.234;0.287;2.996
30/05/19;17.3;50.84;0.231247142857143;11.475;66.87;-0.478;0.102;-0.609;-0.148;0.154;2.672;-0.374;0.805;-0.575;0.245;0.292;2.984
31/05/19;18.71;94.35;0.240877142857143;11.205;64.49;-0.486;0.079;-0.628;-0.177;0.169;2.686;-0.383;0.754;-0.586;0.217;0.255;2.866
01/06/19;#N/D;97.55;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
02/06/19;#N/D;159.79;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
03/06/19;18.86;72.86;0.223644285714286;11.100;61.28;-0.485;0.066;-0.614;-0.173;0.161;2.584;-0.382;0.733;-0.575;0.213;0.238;2.78
04/06/19;16.97;120.06;0.2182;11.910;61.97;-0.49;0.049;-0.618;-0.179;0.11;2.545;-0.383;0.706;-0.572;0.195;0.261;2.834
05/06/19;16.09;217.51;0.219644285714286;11.600;60.63;-0.5;0.03;-0.629;-0.198;0.106;2.496;-0.384;0.672;-0.581;0.164;0.249;2.811
06/06/19;15.93;137.43;0.211587142857143;11.105;61.67;-0.4873;0.025;-0.61;-0.213;0.104;2.514;-0.383;0.652;-0.575;0.125;0.243;2.797
07/06/19;16.3;242.25;0.208015714285714;11.520;63.29;-0.499;0.002;-0.618;-0.232;0.03;2.387;-0.384;0.592;-0.583;0.095;0.233;2.753
08/06/19;#N/D;139.29;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
09/06/19;#N/D;174.61;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
10/06/19;15.94;162.10;0.212527142857143;11.805;62.29;-0.4967;0.045;-0.617;-0.191;0.064;2.389;-0.376;0.648;-0.578;0.148;#N/D;#N/D
11/06/19;15.99;130.24;0.209922857142857;11.200;62.29;-0.4973;0.029;-0.624;-0.204;0.068;2.423;-0.379;0.62;-0.575;0.123;0.318;2.771
12/06/19;15.91;116.03;0.20635;11.140;59.97;-0.5035;0.026;-0.629;-0.209;0.107;2.463;-0.367;0.615;-0.576;0.125;0.332;2.772
13/06/19;15.82;143.87;0.201788571428571;11.395;61.31;-0.5071;0.0157;-0.626;-0.215;0.073;2.391;-0.371;0.585;-0.583;0.124;0.337;2.737
14/06/19;15.28;145.07;0.202427142857143;11.320;62.01;-0.517;-0.003;-0.641;-0.228;0.023;2.376;-0.373;0.538;-0.589;0.106;0.338;2.696
15/06/19;#N/D;175.49;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
16/06/19;#N/D;198.50;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
17/06/19;15.35;82.16;0.206012857142857;11.570;60.94;-0.5135;0.01;-0.644;-0.217;0.023;2.322;-0.372;0.568;-0.586;0.121;0.348;2.702
18/06/19;15.15;146.35;0.212332857142857;11.035;62.14;-0.5663;-0.058;-0.697;-0.292;-0.028;2.15;-0.413;0.436;-0.626;0.023;0.344;2.572
19/06/19;14.33;77.89;0.207932857142857;10.485;61.82;-0.56;-0.029;-0.68;-0.261;-0.037;2.152;-0.4;0.446;-0.608;0.062;0.357;2.627
20/06/19;14.75;116.67;0.216477142857143;10.150;64.45;-0.57;-0.0468;-0.71;-0.295;-0.065;2.188;-0.407;0.428;-0.621;0.026;0.338;2.544
21/06/19;15.4;178.92;0.217337142857143;10.355;65.20;-0.559;-0.014;-0.703;-0.259;-0.042;2.188;-0.406;0.479;-0.611;0.061;0.349;2.582
22/06/19;#N/D;127.09;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
23/06/19;#N/D;245.77;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
24/06/19;15.26;92.75;0.213584285714286;10.200;64.86;-0.5661;-0.043;-0.711;-0.28;-0.027;2.195;-0.413;0.451;-0.618;0.039;0.379;2.568
25/06/19;16.28;74.19;0.211935714285714;9.845;65.05;-0.57;-0.062;-0.703;-0.304;-0.003;2.201;-0.416;0.421;-0.626;0.01;0.381;2.554
26/06/19;16.21;142.51;0.1996;9.620;66.49;-0.565;-0.045;-0.677;-0.276;0.008;2.184;-0.42;0.434;-0.624;0.035;0.377;2.598
27/06/19;15.82;64.08;0.202802857142857;9.375;66.55;-0.5691;-0.072;-0.681;-0.293;0;2.176;-0.425;0.439;-0.63;0.016;0.389;2.587
28/06/19;15.08;129.48;0.203714285714286;10.115;66.55;-0.573;-0.077;-0.69;-0.3;-0.024;2.144;-0.428;0.437;-0.63;0.01;0.385;2.571
29/06/19;#N/D;96.20;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
30/06/19;#N/D;114.41;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
01/07/19;14.06;174.62;0.201288571428571;10.365;65.06;-0.5798;-0.092;-0.701;-0.329;-0.088;2.014;-0.446;0.38;-0.638;-0.032;0.38;2.505
02/07/19;12.93;144.12;0.206188571428571;10.225;62.40;-0.5908;-0.111;-0.712;-0.336;-0.141;1.888;-0.46;0.337;-0.641;-0.038;0.339;2.442
03/07/19;12.57;126.27;0.189082857142857;10.295;63.82;-0.595;-0.143;-0.71;-0.357;-0.167;1.63;-0.485;0.258;-0.653;-0.085;0.199;2.329
04/07/19;#N/D;96.84;0.187728571428571;#N/D;63.30;-0.594;-0.1746;-0.71;-0.369;-0.135;1.712;-0.491;0.291;-0.65;-0.114;0.189;2.226
05/07/19;13.28;72.83;0.18921;11.215;64.23;-0.585;-0.141;-0.701;-0.332;-0.081;1.789;-0.483;0.374;-0.644;-0.07;0.221;2.271
06/07/19;#N/D;93.29;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
07/07/19;#N/D;180.55;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
08/07/19;13.96;72.06;0.183245714285714;11.880;64.11;-0.585;-0.148;-0.704;-0.343;-0.078;1.833;-0.471;0.421;-0.642;-0.054;0.208;2.277
09/07/19;14.09;40.14;0.192312857142857;11.760;64.16;-0.576;-0.116;-0.7;-0.324;-0.067;1.781;-0.482;0.405;-0.63;-0.034;0.192;2.25
10/07/19;13.03;45.62;0.19044;12.135;67.01;-0.587;-0.073;-0.696;-0.274;-0.058;1.784;-0.462;0.428;-0.633;0.001;0.207;2.348
11/07/19;12.93;103.84;0.192334285714286;13.130;66.52;-0.5778;-0.019;-0.699;-0.236;-0.091;1.752;-0.462;0.463;-0.636;0.036;0.236;2.398
12/07/19;12.39;72.49;0.188414285714286;13.280;66.72;-0.583;-0.018;-0.694;-0.22;-0.096;1.784;-0.463;0.553;-0.633;0.083;0.239;2.433
13/07/19;#N/D;126.95;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
14/07/19;#N/D;58.43;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
15/07/19;12.68;72.19;0.185825714285714;12.895;66.48;-0.594;-0.062;-0.694;-0.262;-0.12;1.702;-0.461;0.496;-0.63;0.033;0.231;2.407
16/07/19;12.86;53.41;0.173461428571429;11.415;64.35;-0.6;-0.0835;-0.697;-0.259;-0.138;1.665;-0.47;0.478;-0.638;0.023;0.235;2.38
17/07/19;13.97;77.06;0.180844285714286;10.990;63.66;-0.6074;-0.129;-0.711;-0.299;-0.142;1.651;-0.477;0.438;-0.659;-0.015;0.237;2.368
18/07/19;13.53;61.63;0.182975714285714;10.735;61.93;-0.6445;-0.142;-0.716;-0.319;-0.155;1.608;-0.479;0.393;-0.66;-0.039;0.245;2.341
19/07/19;14.45;61.84;0.183502857142857;10.815;62.47;-0.621;-0.1558;-0.723;-0.331;-0.149;1.661;-0.481;0.374;-0.67;-0.047;0.242;2.284
20/07/19;#N/D;28.88;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
21/07/19;#N/D;112.14;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
22/07/19;13.53;75.32;0.189022857142857;10.160;63.26;-0.622;-0.169;-0.724;-0.353;-0.135;1.711;-0.482;0.382;-0.678;-0.059;0.244;2.223
23/07/19;12.61;114.24;0.192334285714286;10.750;63.83;-0.6235;-0.173;-0.723;-0.362;-0.151;1.661;-0.482;0.386;-0.678;-0.065;0.233;2.163
24/07/19;12.07;79.72;0.18721;10.075;63.18;-0.628;-0.205;-0.726;-0.385;-0.205;1.552;-0.487;0.333;-0.678;-0.091;0.248;2.042
25/07/19;12.74;40.68;0.176854285714286;10.025;63.39;-0.625;-0.209;-0.71;-0.369;-0.204;1.573;-0.483;0.346;-0.669;-0.084;0.255;2.101
26/07/19;12.16;116.11;0.181361428571429;9.965;63.46;-0.614;-0.209;-0.701;-0.383;-0.207;1.625;-0.482;0.362;-0.661;-0.097;0.249;2.142
27/07/19;#N/D;174.53;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
28/07/19;#N/D;133.67;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
29/07/19;12.83;86.97;0.193105714285714;9.810;63.71;-0.614;-0.2175;-0.716;-0.398;-0.189;1.633;-0.494;0.35;-0.658;-0.114;0.166;2.193
30/07/19;13.94;139.24;0.195397142857143;9.790;64.72;-0.6101;-0.223;-0.713;-0.405;-0.179;1.645;-0.493;0.345;-0.654;-0.116;0.169;2.264
31/07/19;16.12;103.01;0.204774285714286;11.000;65.17;-0.615;-0.261;-0.729;-0.445;-0.188;1.601;-0.494;0.276;-0.663;-0.158;0.177;2.234
01/08/19;17.87;150.20;0.200002857142857;12.360;60.50;-0.636;-0.29;-0.733;-0.46;-0.167;1.64;-0.491;0.286;-0.658;-0.163;0.179;2.185
02/08/19;17.61;117.41;0.204111428571429;12.015;61.89;-0.636;-0.333;-0.748;-0.5;-0.159;1.601;-0.497;0.231;-0.658;-0.215;0.168;2.016
03/08/19;#N/D;153.64;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
04/08/19;#N/D;87.14;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
05/08/19;24.59;83.03;0.209758571428571;11.465;59.81;-0.648;-0.357;-0.77;-0.519;-0.154;1.625;-0.502;0.231;-0.663;-0.213;0.143;1.874
06/08/19;20.17;84.05;0.218947142857143;10.950;58.94;-0.646;-0.36;-0.772;-0.541;-0.154;1.578;-0.509;0.221;-0.668;-0.241;0.16;1.931
07/08/19;19.49;92.22;0.227264285714286;11.410;56.23;-0.659;-0.41;-0.799;-0.585;-0.152;1.481;-0.528;0.163;-0.687;-0.292;0.159;1.839
08/08/19;16.91;93.48;0.230335714285714;12.075;57.38;-0.664;-0.379;-0.794;-0.564;-0.133;1.597;-0.521;0.215;-0.683;-0.256;0.156;1.873
09/08/19;17.97;92.35;0.239268571428571;12.025;58.53;-0.669;-0.386;-0.8;-0.584;0.093;1.858;-0.522;0.254;-0.692;-0.245;0.161;1.789
10/08/19;#N/D;57.72;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
11/08/19;#N/D;123.95;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
12/08/19;21.09;109.59;0.250771428571429;11.420;58.57;-0.672;-0.407;-0.817;-0.596;0.035;1.762;-0.524;0.223;-0.709;-0.259;0.144;1.742
13/08/19;17.52;70.10;0.25094;11.860;61.30;-0.6718;-0.425;-0.818;-0.613;-0.038;1.677;-0.527;0.203;-0.709;-0.291;0.141;1.695
14/08/19;22.1;133.71;0.238604285714286;11.180;59.48;-0.675;-0.496;-0.818;-0.655;-0.08;1.566;-0.513;0.135;-0.732;-0.346;0.137;1.527
15/08/19;21.18;144.25;0.223058571428571;11.225;58.23;-0.7213;-0.599;-0.853;-0.716;-0.143;1.388;-0.542;0.027;-0.768;-0.415;0.138;1.56
16/08/19;18.47;105.71;0.219598571428571;10.955;58.64;-0.719;-0.613;-0.856;-0.689;-0.095;1.445;-0.556;0.07;-0.762;-0.39;0.132;1.612
17/08/19;#N/D;176.17;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
18/08/19;#N/D;196.87;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
19/08/19;16.88;144.84;0.24063;10.785;59.74;-0.7015;-0.527;-0.847;-0.651;-0.065;1.493;-0.553;0.125;-0.76;-0.34;#N/D;#N/D
20/08/19;17.5;229.29;0.2473;11.215;60.03;-0.71;-0.55;-0.854;-0.694;-0.083;1.431;-0.551;0.089;-0.743;-0.385;#N/D;#N/D
21/08/19;15.8;278.29;0.256628571428571;11.415;60.30;-0.682;-0.5266;-0.84;-0.677;-0.091;1.391;-0.551;0.091;-0.739;-0.373;0.146;1.737
22/08/19;16.68;186.06;0.271617142857143;10.990;59.92;-0.667;-0.48;-0.812;-0.648;-0.102;1.366;-0.545;0.133;-0.717;-0.332;0.149;1.851
23/08/19;19.87;268.83;0.272225714285714;10.585;59.34;-0.686;-0.506;-0.84;-0.678;-0.106;1.372;-0.529;0.132;-0.735;-0.346;0.138;1.88
24/08/19;#N/D;386.19;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
25/08/19;#N/D;321.21;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
26/08/19;19.32;267.98;0.263414285714286;10.315;58.70;-0.682;-0.495;-0.839;-0.67;-0.099;1.385;-0.528;0.125;-0.744;-0.347;0.151;1.853
27/08/19;20.31;173.50;0.246695714285714;10.070;59.51;-0.694;-0.556;-0.832;-0.696;-0.182;1.2;-0.532;0.077;-0.755;-0.387;0.148;1.734
28/08/19;19.35;132.75;0.236651428571429;10.235;60.49;-0.69;-0.598;-0.834;-0.721;-0.232;1.107;-0.528;0.06;-0.761;-0.412;0.057;1.749
29/08/19;17.88;100.25;0.242962857142857;10.715;61.08;-0.703;-0.566;-0.849;-0.694;-0.248;1.047;-0.528;0.097;-0.765;-0.384;0.086;1.852
30/08/19;18.98;116.43;0.251652857142857;12.795;60.43;-0.707;-0.557;-0.862;-0.707;-0.249;1.062;-0.531;0.1;-0.766;-0.379;0.084;1.858
31/08/19;#N/D;135.02;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
01/09/19;#N/D;242.38;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
02/09/19;#N/D;229.98;0.253812857142857;#N/D;58.66;-0.718;-0.559;-0.859;-0.702;-0.26;1.033;-0.537;0.125;-0.773;-0.369;0.088;1.871
03/09/19;19.66;95.61;0.239504285714286;12.100;58.26;-0.715;-0.558;-0.844;-0.722;-0.282;0.934;-0.548;0.108;-0.772;-0.367;0.08;1.839
04/09/19;17.33;92.02;0.244248571428571;11.960;60.70;-0.711;-0.538;-0.831;-0.675;-0.323;0.875;-0.552;0.144;-0.765;-0.343;0.088;1.94
05/09/19;16.27;106.57;0.239444285714286;12.235;60.95;-0.689;-0.438;-0.797;-0.594;-0.307;1.012;-0.544;0.231;-0.749;-0.258;0.082;2.131
06/09/19;15;130.51;0.239164285714286;12.350;61.54;-0.691;-0.481;-0.78;-0.637;-0.326;0.945;-0.557;0.17;-0.744;-0.311;0.091;2.123
07/09/19;#N/D;160.77;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
08/09/19;#N/D;128.76;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
09/09/19;15.27;65.84;0.239507142857143;12.235;62.59;-0.6907;-0.44;-0.772;-0.585;-0.284;1.016;-0.54;0.218;-0.736;-0.245;0.088;2.238
10/09/19;15.2;64.63;0.22358;14.405;62.38;-0.685;-0.399;-0.761;-0.548;-0.252;1.095;-0.522;0.257;-0.718;-0.207;0.095;2.209
11/09/19;14.61;58.52;0.232618571428571;14.355;60.81;-0.683;-0.39;-0.762;-0.562;-0.282;1.046;-0.506;0.254;-0.721;-0.228;0.098;2.14
12/09/19;14.22;100.33;0.18658;14.465;60.38;-0.607;-0.333;-0.649;-0.515;-0.263;0.934;-0.483;0.218;-0.659;-0.204;0.103;2.023
13/09/19;13.74;103.12;0.207187142857143;14.710;60.22;-0.599;-0.255;-0.653;-0.445;-0.21;0.948;-0.448;0.299;-0.649;-0.142;0.101;2.063
14/09/19;#N/D;103.05;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
15/09/19;#N/D;154.30;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
16/09/19;14.67;67.24;0.209672857142857;15.335;69.02;-0.6;-0.305;-0.673;-0.477;-0.246;0.914;-0.449;0.255;-0.636;-0.163;0.103;2.033
17/09/19;14.44;79.18;0.197027142857143;13.440;64.55;-0.607;-0.323;-0.671;-0.472;-0.224;0.993;-0.451;0.286;-0.616;-0.144;0.106;2.054
18/09/19;13.95;72.64;0.201235714285714;12.435;63.60;-0.6028;-0.361;-0.702;-0.508;-0.244;0.947;-0.457;0.23;-0.623;-0.191;0.087;1.975
19/09/19;14.05;184.82;0.200617142857143;12.255;64.40;-0.603;-0.366;-0.7;-0.504;-0.235;0.956;-0.458;0.248;-0.615;-0.181;0.1;1.962
20/09/19;15.32;98.34;0.204614285714286;12.710;64.28;-0.597;-0.379;-0.703;-0.516;-0.228;0.993;-0.46;0.234;-0.611;-0.186;0.098;1.942
21/09/19;#N/D;139.28;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
22/09/19;#N/D;133.98;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
23/09/19;14.91;134.52;0.2023;12.245;64.77;-0.616;-0.435;-0.718;-0.584;-0.255;0.901;-0.493;0.146;-0.623;-0.255;0.093;1.867
24/09/19;17.05;120.81;0.195911428571429;12.340;63.10;-0.621;-0.466;-0.705;-0.599;-0.241;0.903;-0.499;0.117;-0.631;-0.265;0.092;1.837
25/09/19;15.96;144.83;0.196872857142857;11.950;62.39;-0.6165;-0.422;-0.701;-0.582;-0.224;0.913;-0.507;0.133;-0.624;-0.248;0.109;1.879
26/09/19;16.07;60.07;0.216258571428571;12.045;62.74;-0.624;-0.428;-0.717;-0.581;-0.228;0.895;-0.517;0.148;-0.642;-0.258;0.118;1.907
27/09/19;17.22;101.26;0.223614285714286;11.940;61.91;-0.626;-0.42;-0.74;-0.57;-0.25;0.9;-0.522;0.15;-0.643;-0.249;0.113;1.948
28/09/19;#N/D;97.83;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
29/09/19;#N/D;165.02;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
30/09/19;16.24;113.00;0.218554285714286;16.390;60.78;-0.6259;-0.411;-0.711;-0.568;-0.253;0.902;-0.521;0.147;-0.656;-0.241;0.116;1.956
01/10/19;18.56;65.08;0.217942857142857;16.760;58.89;-0.63;-0.397;-0.711;-0.561;-0.263;0.938;-0.516;0.153;-0.655;-0.23;0.108;1.973
02/10/19;20.56;92.82;0.215861428571429;16.005;57.69;-0.636;-0.397;-0.713;-0.543;-0.248;0.982;-0.516;0.171;-0.663;-0.211;0.116;1.949
03/10/19;19.12;46.59;0.221537142857143;16.010;57.71;-0.643;-0.397;-0.711;-0.585;-0.258;0.906;-0.519;0.134;-0.66;-0.252;0.109;1.842
04/10/19;17.04;105.75;0.217365714285714;15.770;58.37;-0.645;-0.397;-0.709;-0.583;-0.256;0.911;-0.497;0.132;-0.657;-0.246;0.117;1.797
05/10/19;#N/D;200.44;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
06/10/19;#N/D;192.80;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
07/10/19;17.86;137.56;0.21626;15.505;58.35;-0.643;-0.397;-0.707;-0.569;-0.248;0.933;-0.491;0.139;-0.651;-0.235;0.119;1.812
08/10/19;20.28;165.35;0.219257142857143;15.640;58.24;-0.646;-0.397;-0.714;-0.591;-0.241;0.925;-0.486;0.124;-0.652;-0.269;0.12;1.816
09/10/19;18.64;62.58;0.213984285714286;15.575;58.32;-0.629;-0.397;-0.689;-0.55;-0.23;0.952;-0.469;0.154;-0.645;-0.237;0.123;1.835
10/10/19;17.57;119.93;0.196568571428571;15.850;59.10;-0.61;-0.397;-0.66;-0.481;-0.224;1.039;-0.466;0.227;-0.628;-0.166;0.136;1.947
11/10/19;15.58;95.08;0.207441428571429;16.135;60.51;-0.601;-0.269;-0.657;-0.436;-0.227;1.029;-0.479;0.238;-0.63;-0.137;0.138;2.002
12/10/19;#N/D;88.08;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
13/10/19;#N/D;80.63;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
14/10/19;14.57;108.55;0.201968571428571;16.040;59.35;-0.601;-0.291;-0.647;-0.45;-0.229;0.997;-0.489;0.214;-0.61;-0.152;0.138;1.956
15/10/19;13.54;68.05;0.20495;16.065;58.74;-0.59;-0.248;-0.636;-0.41;-0.232;1.023;-0.486;0.227;-0.598;-0.13;0.147;1.965
16/10/19;13.68;114.65;0.20205;16.075;59.42;-0.583;-0.225;-0.629;-0.379;-0.244;1.015;-0.481;0.255;-0.598;-0.108;0.149;2.004
17/10/19;13.79;156.80;0.209794285714286;16.025;59.91;-0.585;-0.249;-0.636;-0.4;-0.246;0.977;-0.487;0.23;-0.606;-0.124;0.141;1.994
18/10/19;14.25;64.05;0.210351428571429;15.965;59.42;-0.577;-0.22;-0.652;-0.379;-0.244;1.015;-0.487;0.248;-0.606;-0.092;0.142;2.002
19/10/19;#N/D;60.31;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
20/10/19;#N/D;56.13;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
21/10/19;14;57.74;0.212515714285714;15.610;58.96;-0.573;-0.179;-0.645;-0.334;-0.232;1.076;-0.487;0.288;-0.613;-0.05;0.147;2.025
22/10/19;14.46;42.25;0.204382857142857;15.595;59.70;-0.573;-0.2065;-0.644;-0.359;-0.23;1.015;-0.483;0.264;-0.626;-0.073;0.143;1.952
23/10/19;14.01;80.02;0.200955714285714;15.415;61.17;-0.573;-0.247;-0.647;-0.389;-0.229;1.027;-0.495;0.251;-0.63;-0.101;#N/D;#N/D
24/10/19;13.71;56.27;0.210372857142857;15.655;61.67;-0.571;-0.2445;-0.658;-0.396;-0.227;0.996;-0.487;0.237;-0.65;-0.114;0.061;1.963
25/10/19;12.65;67.88;0.212177142857143;15.235;62.02;-0.567;-0.195;-0.649;-0.366;-0.21;1.035;-0.489;0.273;-0.639;-0.082;0.052;1.928
26/10/19;#N/D;78.83;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
27/10/19;#N/D;166.39;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
28/10/19;13.11;28.94;0.210432857142857;14.390;61.57;-0.565;-0.17;-0.645;-0.322;-0.187;1.095;-0.479;0.31;-0.639;-0.036;0.054;1.954
29/10/19;13.2;134.13;0.205347142857143;13.835;61.59;-0.562;-0.187;-0.641;-0.343;-0.203;1.08;-0.489;0.292;-0.633;-0.061;0.057;1.923
30/10/19;12.33;111.12;0.205405714285714;13.780;60.61;-0.564;-0.1843;-0.635;-0.345;-0.206;1.082;-0.491;0.284;-0.629;-0.065;0.055;1.943
31/10/19;13.22;133.29;0.219622857142857;16.135;60.23;-0.5785;-0.234;-0.656;-0.397;-0.235;1.015;-0.5;0.242;-0.635;-0.105;0.055;1.883
01/11/19;12.3;35.14;0.212261428571429;16.175;61.69;-0.574;-0.218;-0.649;-0.372;-0.232;1.085;-0.502;0.28;-0.628;-0.077;#N/D;#N/D
02/11/19;#N/D;135.00;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
03/11/19;#N/D;143.99;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
04/11/19;12.83;75.66;0.207388571428571;16.480;62.13;-0.5755;-0.186;-0.634;-0.339;-0.221;1.09;-0.5;0.314;-0.624;-0.05;0.056;1.909
